id,sentence,subject_entity,object_entity,label
885,그 까닭은 GUI 응용 프로그램의 기본 구조의 표준화를 촉진하는 경향이 있기 때문이다.,"{'word': 'GUI', 'start': 309, 'end': 311, 'type': 'COM'}","{'word': '표준화', 'start': 329, 'end': 331, 'type': 'POH'}",no_relation
886,동일 조사에서 60%가 코볼을 가르쳐야 한다고 생각함에도 불구하고 학계의 25%만이 그들의 교육과정에 코볼 프로그래밍이 있었다.,"{'word': '교육과정', 'start': 2805, 'end': 2808, 'type': 'COM'}","{'word': '코볼 프로그래밍', 'start': 2811, 'end': 2818, 'type': 'COM'}",com:sub_concept
887,어셈블러가 실행되는 단계를 어셈블리 타임이라고 한다.,"{'word': '어셈블리 타임', 'start': 1216, 'end': 1222, 'type': 'COM'}","{'word': '어셈블러가 실행되는 단계', 'start': 1201, 'end': 1213, 'type': 'COM'}",com:alternative_names
888,"람다 대수는 프로그래밍 언어 이론에서 중요한 역할을 하며, 리스프를 비롯한 함수형 프로그래밍 언어의 기반이 된다.","{'word': '함수형 프로그래밍 언어', 'start': 695, 'end': 706, 'type': 'COM'}","{'word': '리스프', 'start': 686, 'end': 688, 'type': 'COM'}",com:sub_concept
889,"그러나 단점은 바이트 코드를 해석해서 실행할 프로그램 구조가 필요하고, 직접 기계어 코드를 실행하는 것 보다 속도에서 늦다.","{'word': '바이트 코드', 'start': 1692, 'end': 1697, 'type': 'COM'}","{'word': '기계어 코드', 'start': 1727, 'end': 1732, 'type': 'COM'}",no_relation
890,그러나 자바는 다양한 마이크로프로세서에서 실행되도록 하는 철학을 가지고 개발되었기 때문에 바이트 코드를 가지고 해석을 해서 실행하는 방식이다.,"{'word': '자바', 'start': 1562, 'end': 1563, 'type': 'COM'}","{'word': '바이트 코드', 'start': 1608, 'end': 1613, 'type': 'COM'}",com:sub_concept
891,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다. 이들은 최대 31개 문자 길이로 되어 있으며 문자, 숫자, 하이픈(-), 언더바(_)를 포함할 수 있다.","{'word': '워드', 'start': 379, 'end': 380, 'type': 'COM'}","{'word': '문자 길이', 'start': 418, 'end': 422, 'type': 'COM'}",com:sub_concept
892,최초의 명령형 언어는 원시 컴퓨터의 기계어였다.,"{'word': '명령형 언어', 'start': 1171, 'end': 1176, 'type': 'COM'}","{'word': '기계어', 'start': 1187, 'end': 1189, 'type': 'COM'}",com:sub_concept
893,전체 비주얼 스튜디오에서 누릴 수 있는 이점의 상당수가 누락되어 있지만 익스프레스 에디션 고유의 특혜가 있다.,"{'word': '비주얼 스튜디오', 'start': 3313, 'end': 3320, 'type': 'COM'}","{'word': '익스프레스 에디션', 'start': 3350, 'end': 3358, 'type': 'COM'}",no_relation
894,또한 새 버전의 Visual C++ 컴파일러에서는 최근 활발한 논의 및 개정이 진행 중인 C++0x 사양을 지원한다.,"{'word': 'Visual C++ 컴파일러', 'start': 4037, 'end': 4051, 'type': 'COM'}","{'word': 'C++0x 사양', 'start': 4078, 'end': 4085, 'type': 'COM'}",com:sub_concept
895,코볼보다 먼저 개발된 포트란(FORTRAN)은 주로 과학기술 계산용인 반면 비슷한 시기에 탄생된 코볼은 대량 데이터 처리를 위한 업무처리 및 관리 분야용으로 자리잡게 된다.,"{'word': '포트란', 'start': 1212, 'end': 1214, 'type': 'COM'}","{'word': 'FORTRAN', 'start': 1216, 'end': 1222, 'type': 'COM'}",com:alternative_names
896,"도스는 비디오 카드, 키보드, 마우스, 사운드 장치, 그리고 시스템의 나머지 모든 부분들에 직접 접근을 허용하였던 반면에 윈도우 95는 보호 메모리 모델이 포함되어 이 모든 것들에 대한 접근을 제한하였다.","{'word': '도스', 'start': 1124, 'end': 1125, 'type': 'COM'}","{'word': '키보드', 'start': 1136, 'end': 1138, 'type': 'COM'}",com:sub_concept
897,"코볼은 영어와 비슷한 문법을 갖고 있으며, 자체 문서화 및 높은 가독성을 염두에 두고 설계되었다. 그러나 문법이 장황하고 300개가 넘는 예약어를 사용한다.","{'word': '코볼', 'start': 749, 'end': 750, 'type': 'COM'}","{'word': '예약어', 'start': 826, 'end': 828, 'type': 'COM'}",com:sub_concept
898,"전통적인 입장에서 컴퓨터 프로그램을 만드는 방법은 두 가지가 있는데, 인터프리트 방식과 정적 컴파일 방식으로 나눌 수 있다.","{'word': '인터프리트 방식', 'start': 99, 'end': 106, 'type': 'COM'}","{'word': '정적 컴파일 방식', 'start': 109, 'end': 117, 'type': 'COM'}",com:similar_technology
899,"창립 멤버로는 구글, 마이크로소프트, 모질라 재단, 아마존 웹 서비스, 화웨이이다.","{'word': '모질라 재단', 'start': 3440, 'end': 3445, 'type': 'ORG'}","{'word': '화웨이', 'start': 3459, 'end': 3461, 'type': 'ORG'}",no_relation
900,"일례로 자바 SE와 자바 EE, 자바 ME의 ()는 동일한 규격을 사용하고 있으나 함께 정의된 표준 API에서 차이가 있고 사용 환경 자체의 특성에 맞게 만들어진 별도의 구현이 존재한다.","{'word': '사용 환경', 'start': 1816, 'end': 1820, 'type': 'COM'}","{'word': '표준 API', 'start': 1800, 'end': 1805, 'type': 'COM'}",no_relation
901,"비주얼 스튜디오 버전 4.0 이전에, 비주얼 베이직 3, 비주얼 C++, 비주얼 폭스프로, 비주얼 소스세이프가 별도의 제품으로 있었다.","{'word': '비주얼 스튜디오 버전 4.0', 'start': 266, 'end': 280, 'type': 'COM'}","{'word': '비주얼 C++', 'start': 298, 'end': 304, 'type': 'COM'}",com:prior_technology
902,특히 자바 가상 머신 위에서 동적인 스크립트 언어가 널리 쓰이게 되면서 자바(프로그래밍 언어)에서는 동적 타입 언어()를 지원하기 위한 추가 명령과 API가 추가되었다.,"{'word': '자바', 'start': 1046, 'end': 1047, 'type': 'COM'}","{'word': 'API', 'start': 1089, 'end': 1091, 'type': 'COM'}",com:sub_concept
903,이 경우 일반적으로 출력물이 가상 머신을 위해 제작된 바이트코드 형태의 기계어가 되므로 바이트코드 컴파일러라고 부른다.,"{'word': '가상 머신', 'start': 2185, 'end': 2189, 'type': 'COM'}","{'word': '바이트코드 컴파일러', 'start': 2218, 'end': 2227, 'type': 'COM'}",no_relation
904,윈도우 운영체제의 API를 사용할 수 있게 해주는 툴킷이다.,"{'word': '윈도우', 'start': 4884, 'end': 4886, 'type': 'COM'}","{'word': 'API', 'start': 4894, 'end': 4896, 'type': 'COM'}",com:sub_concept
905,"Go의 문법은 대체로 C와 비슷하다: 코드 블록들은 중괄호로 둘러싸고 for, switch, if를 포함한 일반적인 제어구조를 가지고 있다.","{'word': 'Go', 'start': 1272, 'end': 1273, 'type': 'COM'}","{'word': 'C', 'start': 1284, 'end': 1284, 'type': 'COM'}",com:similar_technology
906,JIT 컴파일() 또는 동적 번역()은 프로그램을 실제 실행하는 시점에 기계어로 번역하는 컴파일 기법이다.,"{'word': 'JIT 컴파일', 'start': 0, 'end': 6, 'type': 'COM'}","{'word': '동적 번역', 'start': 13, 'end': 17, 'type': 'COM'}",com:alternative_names
907,아래는 n번째 피보나치 수를 계산하는 32비트 x86 기계어를 표현한 16진 기능의 예이다:,"{'word': '기계어', 'start': 404, 'end': 406, 'type': 'COM'}","{'word': 'x86', 'start': 400, 'end': 402, 'type': 'COM'}",no_relation
908,"단기 위원회 구성원인 진 사멧은 ""전문 프로그래머에게 제공하려는 시도는 거의 없었다.","{'word': '진 사멧', 'start': 1838, 'end': 1841, 'type': 'PER'}","{'word': '구성원', 'start': 1833, 'end': 1835, 'type': 'POH'}",per:title
909,"일례로 자바 SE와 자바 EE, 자바 ME의 ()는 동일한 규격을 사용하고 있으나 함께 정의된 표준 API에서 차이가 있고 사용 환경 자체의 특성에 맞게 만들어진 별도의 구현이 존재한다.","{'word': '자바 EE', 'start': 1758, 'end': 1762, 'type': 'COM'}","{'word': '자바 SE', 'start': 1751, 'end': 1755, 'type': 'COM'}",com:similar_technology
910,"러스트 0.2는 처음으로 클래스를 도입하였고, 0.3에는 소멸자와 인터페이스가 도입되었다.","{'word': '0.3', 'start': 3054, 'end': 3056, 'type': 'COM'}","{'word': '소멸자', 'start': 3060, 'end': 3062, 'type': 'COM'}",com:sub_concept
911,C는 1972년 켄 톰슨과 데니스 리치가 벨 연구소에서 일할 당시 새로 개발된 유닉스 운영 체제에서 사용하기 위해 개발한 프로그래밍 언어이다.,"{'word': '켄 톰슨', 'start': 9, 'end': 12, 'type': 'PER'}","{'word': '데니스 리치', 'start': 15, 'end': 20, 'type': 'PER'}",no_relation
912,"이클립스()는 자바를 비롯한 다양한 언어를 지원하는 프로그래밍 통합 개발 환경을 목적으로 시작하였으나 현재는 OSGi를 도입하여, 범용 응용 소프트웨어 플랫폼으로 진화하였다.","{'word': '범용 응용 소프트웨어 플랫폼', 'start': 73, 'end': 87, 'type': 'COM'}","{'word': '이클립스', 'start': 0, 'end': 3, 'type': 'COM'}",com:sub_concept
913,1985년에 개발된 미란다가 하스켈의 전신이라고 할 수 있다.,"{'word': '미란다', 'start': 137, 'end': 139, 'type': 'COM'}","{'word': '1985년', 'start': 126, 'end': 130, 'type': 'DAT'}",com:date_of_produced
914,"그러나 현대에 들어 많은 인터프리터가 JIT 컴파일 등의 기술로 실시간 컴파일을 수행하므로, 컴파일러와 인터프리터 사이의 기술적 구분은 사라져 가는 추세이다.","{'word': '컴파일러', 'start': 447, 'end': 450, 'type': 'COM'}","{'word': '인터프리터', 'start': 453, 'end': 457, 'type': 'COM'}",no_relation
915,"선언형 프로그래밍(宣言型 프로그래밍, )은 두 가지 뜻으로 통용되고 있다.","{'word': '선언형 프로그래밍', 'start': 0, 'end': 8, 'type': 'COM'}","{'word': '宣言型 프로그래밍', 'start': 10, 'end': 18, 'type': 'COM'}",com:alternative_names
916,"9월까지 다섯 곳 이상의 제조업체가 CODASYL (벤딕스, 컨트롤 데이터 코퍼레이션, 제너럴 일렉트릭(GE), 내셔널 캐시 레지스터, 필코)에 참여하였고 대표되는 모든 제조업체들이 코볼 컴파일러를 발표하였다.","{'word': '벤딕스', 'start': 3842, 'end': 3844, 'type': 'ORG'}","{'word': '코볼 컴파일러', 'start': 3915, 'end': 3921, 'type': 'COM'}",org:production
917,"따라서, 워드프로세서, 스프레드시트, 웹브라우저들뿐만 아니라 컴파일러나 링커 등도 응용 소프트웨어에 속한다.","{'word': '응용 소프트웨어', 'start': 96, 'end': 103, 'type': 'COM'}","{'word': '링커', 'start': 90, 'end': 91, 'type': 'COM'}",com:sub_concept
918,이는 소프트웨어 제품 안의 결함 수가 매우 많으며 드물게 일어나는 결함의 경우 테스트 동안 찾아내기 힘들다는 것을 뜻한다.,"{'word': '소프트웨어 제품', 'start': 360, 'end': 367, 'type': 'COM'}","{'word': '테스트', 'start': 401, 'end': 403, 'type': 'COM'}",no_relation
919,&lt;p&gt;브라우저가 자바스크립트 기능을 지원하지 않거나 자바스크립트 기능이 꺼져 있습니다.,"{'word': '브라우저', 'start': 3007, 'end': 3010, 'type': 'COM'}","{'word': '자바스크립트', 'start': 3033, 'end': 3038, 'type': 'COM'}",no_relation
920,"예를 들어, 안드로이드 앱 개발자는 기본적으로 자바와 안드로이드를 알지만, 때로 웹 앱 개발이 유리한 경우에는 HTML, CSS, Javascript의 사용이 필요할 수 있고, 안드로이드 공식 개발 언어가 Kotlin으로 바뀌었으므로 그 또한 필요할 수 있다.","{'word': '웹 앱 개발', 'start': 2185, 'end': 2190, 'type': 'COM'}","{'word': 'CSS', 'start': 2208, 'end': 2210, 'type': 'COM'}",com:made_of
921,"귀도 반 로섬이 1990년에 파이썬을 출시하였고, 래스무스 러도르프가 1994년에 PHP를 출시하였으며, 역시 1994년 썬마이크로시스템즈에서 자바가 나왔다.","{'word': '썬마이크로시스템즈', 'start': 2241, 'end': 2249, 'type': 'ORG'}","{'word': '자바', 'start': 2253, 'end': 2254, 'type': 'COM'}",org:production
922,알론조 처치가 1930년대에 개발한 람다 대수는 함수에 대한 이론적 기반을 세웠다.,"{'word': '알론조 처치', 'start': 1182, 'end': 1187, 'type': 'PER'}","{'word': '람다 대수', 'start': 1202, 'end': 1206, 'type': 'COM'}",per:production
923,"데이터베이스 사용에선 RDBMS를 주로 사용하던 이전과 달리 NoSQL의 대두로 여러 패러다임의 이해가 요구될 수 있다. ( ""NoSQL 은 RDB의 관계지향 패러다임과 같이 하나의 패러다임이 적용된 것이 아니고, 여러 다양한 철학이 적용되어 있다.","{'word': 'RDBMS', 'start': 2660, 'end': 2664, 'type': 'COM'}","{'word': 'NoSQL', 'start': 2682, 'end': 2686, 'type': 'COM'}",no_relation
924,"즉, 자바 컴파일러가 자바 프로그램 코드를 바이트코드로 변환한 다음, 실제 바이트코드를 실행하는 시점에서 자바 가상 머신이 바이트코드를 JIT 컴파일을 통해 기계어로 변환한다.","{'word': '바이트코드', 'start': 431, 'end': 435, 'type': 'COM'}","{'word': '기계어', 'start': 495, 'end': 497, 'type': 'COM'}",no_relation
925,"Hope같은 최초의 순수 함수형 언어는 상업적 소프트웨어 개발보다는 학계에서 많은 관심을 받았다. 하지만 커먼 리스프, 스킴, ISLISP, 클로져, Racket, 얼랭, OCaml, 하스켈, 스칼라, F# 같은 주요 함수형 언어들은 광범위한 기관에서 산업적이고 상업적인 응용 프로그램 개발에 사용되고 있다.","{'word': '함수형 언어', 'start': 761, 'end': 766, 'type': 'COM'}","{'word': '스칼라', 'start': 747, 'end': 749, 'type': 'COM'}",com:sub_concept
926,"비주얼 스튜디오 2003의 네 가지 에디션은 아카데믹, 프로페셔널, 엔터프라이즈 디벨로퍼, 엔터프라이즈 아키텍트가 있다.","{'word': '아카데믹', 'start': 2302, 'end': 2305, 'type': 'COM'}","{'word': '프로페셔널', 'start': 2308, 'end': 2312, 'type': 'COM'}",com:similar_technology
927,"높은 수준의 어셈블러는 고급 제어 구조, 높은 수준의 프로시져/함수 선언 및 호출, 높은 수준의 자료형 추상화 같은 높은 수준의 언어 추상화 기능을 제공하기도 한다.","{'word': '높은 수준의 어셈블러', 'start': 903, 'end': 913, 'type': 'COM'}","{'word': '높은 수준의 자료형 추상화', 'start': 950, 'end': 963, 'type': 'COM'}",com:sub_concept
928,러스트는 인터넷에서 실행되는 서버 및 클라이언트 프로그램을 개발하는데 적합한 언어를 목표로 설계되었다.,"{'word': '서버 및 클라이언트 프로그램', 'start': 667, 'end': 681, 'type': 'COM'}","{'word': '러스트', 'start': 651, 'end': 653, 'type': 'COM'}",com:sub_concept
929,"1940년, 그는 또한 계산적으로는 떨어지지만 논리적으로 무결한 시스템을 공개했다.","{'word': '논리적으로 무결한 시스템', 'start': 979, 'end': 991, 'type': 'COM'}","{'word': '1940년', 'start': 953, 'end': 957, 'type': 'DAT'}",com:date_of_produced
930,"코볼 사양은 새로운 배커스-나우르 표기법이 아닌, 고유한 표기법이나 메타 언어를 사용했는데 그 이유는 이를 들었던 위원회 구성원들이 얼마 없었기 때문이었다.","{'word': '코볼', 'start': 2262, 'end': 2263, 'type': 'COM'}","{'word': '메타 언어', 'start': 2300, 'end': 2304, 'type': 'COM'}",no_relation
931,"ML의 여러 ""방언""이 개발되었고, 현재 가장 많이 쓰이는 방언은 OCaml이다.","{'word': '방언', 'start': 1500, 'end': 1501, 'type': 'COM'}","{'word': 'OCaml', 'start': 1504, 'end': 1508, 'type': 'COM'}",com:sub_concept
932,"각 코볼 프로그램은 4개의 어휘 항목을 이룬다; 워드, 리터럴, 픽처(PICTURE) 문자, 구분자(separator). 워드에는 예약어와 사용자 정의 식별자를 포함한다.","{'word': '코볼 프로그램', 'start': 313, 'end': 319, 'type': 'COM'}","{'word': '어휘 항목', 'start': 326, 'end': 330, 'type': 'COM'}",com:sub_concept
933,"Direct3D 9Ex, Direct3D 10은 윈도우 비스타 이상, Direct3D 11은 윈도우 비스타 SP2 또는 윈도우 7 이상, Direct3D 12는 윈도우 10에서만 사용할 수 있다.","{'word': 'Direct3D 9Ex', 'start': 442, 'end': 453, 'type': 'COM'}","{'word': 'Direct3D 12', 'start': 519, 'end': 529, 'type': 'COM'}",com:similar_technology
934,"1994년, 모자이크 커뮤니케이션스라는 이름의 회사가 캘래포니아주 마운틴 뷰에 설립되었으며 모자이크 넷스케이프를 만들기 위해 오리지널 NCSA 모자이크 개발자들을 고용하였다.","{'word': '모자이크 커뮤니케이션스', 'start': 655, 'end': 666, 'type': 'ORG'}","{'word': '모자이크 넷스케이프', 'start': 699, 'end': 708, 'type': 'COM'}",org:production
935,"확장에는 구조적, 객체 지향 프로그래밍의 지원을 포함한다.","{'word': '확장', 'start': 688, 'end': 689, 'type': 'COM'}","{'word': '객체 지향 프로그래밍의 지원', 'start': 698, 'end': 712, 'type': 'COM'}",com:sub_concept
936,"MIPS, Sun Sparc, HP PA-RISC과 같은 RISC 기반 아키텍처를 위한 현대의 어셈블러는 함수 스케줄링 기능을 가지고 있어서 중앙처리장치의 파이프라인을 효과적으로 사용할 수 있다.","{'word': 'RISC 기반 아키텍처', 'start': 1028, 'end': 1039, 'type': 'COM'}","{'word': '현대의 어셈블러', 'start': 1045, 'end': 1052, 'type': 'COM'}",no_relation
937,"하드웨어가 아닌 소프트웨어에 의해 처리되기 때문에, 보통 기계어보다 더 추상적이다.","{'word': '하드웨어', 'start': 80, 'end': 83, 'type': 'COM'}","{'word': '소프트웨어', 'start': 89, 'end': 93, 'type': 'COM'}",no_relation
938,2006년 11월 13일 썬 마이크로시스템즈는 대부분은 자바를 GPL 라이선스로 소스를 오픈하였으며 2007년 5월 8일 이 과정을 마쳤다.,"{'word': '썬 마이크로시스템즈', 'start': 1699, 'end': 1708, 'type': 'ORG'}","{'word': '자바', 'start': 1716, 'end': 1717, 'type': 'COM'}",org:production
939,또는 좁은 의미에서는 OS 위에서 사용자가 직접 사용하게되는 소프트웨어들을 뜻한다.,"{'word': 'OS', 'start': 123, 'end': 124, 'type': 'COM'}","{'word': '소프트웨어', 'start': 145, 'end': 149, 'type': 'COM'}",com:sub_concept
940,"Hope같은 최초의 순수 함수형 언어는 상업적 소프트웨어 개발보다는 학계에서 많은 관심을 받았다. 하지만 커먼 리스프, 스킴, ISLISP, 클로져, Racket, 얼랭, OCaml, 하스켈, 스칼라, F# 같은 주요 함수형 언어들은 광범위한 기관에서 산업적이고 상업적인 응용 프로그램 개발에 사용되고 있다.","{'word': '함수형 언어', 'start': 761, 'end': 766, 'type': 'COM'}","{'word': 'Racket', 'start': 723, 'end': 728, 'type': 'COM'}",com:sub_concept
941,클래스기반 객체지향 언어에서 클래스와 인스턴스의 관계와 달리 프로토타입과 파생된 객체는 이 연결을 통하여 프로토타입과 자식 객체가 메모리나 구조적인 유사성을 가질 필요가 없다.,"{'word': '클래스', 'start': 2328, 'end': 2330, 'type': 'COM'}","{'word': '인스턴스', 'start': 2333, 'end': 2336, 'type': 'COM'}",no_relation
942,마이크로소프트가 닷넷 프레임워크에 신경을 쓰는 4년간 핵심 개발자 도구였다.,"{'word': '마이크로소프트', 'start': 582, 'end': 588, 'type': 'COM'}","{'word': '닷넷 프레임워크', 'start': 591, 'end': 598, 'type': 'COM'}",no_relation
943,"특수 분야 언어의 다른 예로 설정 파일, 스프레드시트, 그리고 심지어는 전자 메일(""보낸이:"", ""받는이:"" 헤더는 처리문을 통하여 본다.)까지도 들 수 있다.","{'word': '특수 분야 언어', 'start': 1341, 'end': 1348, 'type': 'COM'}","{'word': '전자 메일', 'start': 1381, 'end': 1385, 'type': 'COM'}",com:sub_concept
944,"함수형 프로그래밍(函數型 프로그래밍, )은 자료 처리를 수학적 함수의 계산으로 취급하고 상태와 가변 데이터를 멀리하는 프로그래밍 패러다임의 하나이다. 명령형 프로그래밍에서는 상태를 바꾸는 것을 강조하는 것과는 달리, 함수형 프로그래밍은 함수의 응용을 강조한다. 프로그래밍이 문이 아닌 식이나 선언으로 수행되는 선언형 프로그래밍 패러다임을 따르고 있다.","{'word': '함수형 프로그래밍(函數型 프로그래밍, )', 'start': 0, 'end': 21, 'type': 'COM'}","{'word': '선언형 프로그래밍 패러다임', 'start': 173, 'end': 186, 'type': 'COM'}",com:prior_technology
945,"Go는 수많은 언어 배포판들과 동일한 종류의 디버깅, 테스트, 코드 검사 도구들을 포함하고 있다.","{'word': 'Go', 'start': 2096, 'end': 2097, 'type': 'COM'}","{'word': '코드 검사 도구', 'start': 2131, 'end': 2138, 'type': 'COM'}",com:sub_concept
946,"비주얼 스튜디오 2005의 에디션은 익스프레스, 스탠더드, 프로페셔널, 툴즈 포 오피스, 팀 시스템으로 나뉜다.","{'word': '익스프레스', 'start': 2931, 'end': 2935, 'type': 'COM'}","{'word': '프로페셔널', 'start': 2944, 'end': 2948, 'type': 'COM'}",com:similar_technology
947,그 외에도 포스트스크립트와 같은 페이지 기술 언어 들도 인터프리터를 사용한다.,"{'word': '페이지 기술 언어', 'start': 839, 'end': 847, 'type': 'COM'}","{'word': '포스트스크립트', 'start': 827, 'end': 833, 'type': 'COM'}",com:sub_concept
948,"마찬가지로, 자식 객체는 클래스 기반의 연관된 클래스의 구조를 재배치하지 않고 계속해서 수정할 수 있다.","{'word': '자식 객체', 'start': 2418, 'end': 2422, 'type': 'COM'}","{'word': '클래스의 구조', 'start': 2437, 'end': 2443, 'type': 'COM'}",no_relation
949,기계어는 CPU의 종류에 따라서 서로 다른 코드를 갖게 된다.,"{'word': '기계어', 'start': 245, 'end': 247, 'type': 'COM'}","{'word': '코드', 'start': 269, 'end': 270, 'type': 'COM'}",com:sub_concept
950,또한 1940년에는 더 약한 형태이지만 논리적 모순이 없는 단순 유형 람다 대수를 도입하였다.,"{'word': '단순 유형 람다 대수', 'start': 595, 'end': 605, 'type': 'COM'}","{'word': '1940년', 'start': 565, 'end': 569, 'type': 'DAT'}",com:date_of_produced
951,GOTO문을 없애거나 GOTO문에 대한 의존성을 줄여주는 것으로 가장 유명하다.,"{'word': 'GOTO문', 'start': 85, 'end': 89, 'type': 'COM'}","{'word': '의존성', 'start': 95, 'end': 97, 'type': 'COM'}",no_relation
952,유닉스 계열(리눅스)의 시스템에서 주로 사용하는 C/C++ 언어 개발 도구이다.,"{'word': '유닉스 계열', 'start': 3761, 'end': 3766, 'type': 'COM'}","{'word': 'C/C++', 'start': 3788, 'end': 3792, 'type': 'COM'}",no_relation
953,응용 프로그램 제품군은 하나의 꾸러미로 묶인 여러 개의 응용 프로그램을 말한다.,"{'word': '응용 프로그램 제품군', 'start': 472, 'end': 482, 'type': 'COM'}","{'word': '응용 프로그램', 'start': 503, 'end': 509, 'type': 'COM'}",com:sub_concept
954,"소프트웨어 개발()은 애플리케이션, 프레임워크, 기타 소프트웨어 구성 요소의 개발과 유지보수에 수반되는 구상, 디자인, 프로그래밍, 문서화, 테스트, 버그 수정의 과정이다.","{'word': '소프트웨어 개발', 'start': 0, 'end': 7, 'type': 'COM'}","{'word': '애플리케이션, 프레임워크, 기타 소프트웨어 구성 요소의 개발', 'start': 12, 'end': 44, 'type': 'COM'}",com:sub_concept
955,이에 반해 스칼라에서는 스몰토크나 루비와 같이 모든 자료형을 객체로 취급하고 있다.,"{'word': '스칼라', 'start': 1483, 'end': 1485, 'type': 'COM'}","{'word': '스몰토크', 'start': 1490, 'end': 1493, 'type': 'COM'}",com:sub_concept
956,"후지쯔/GT소프트웨어, 마이크로 포커스, 레인코드(RainCode)는 닷넷 프레임워크를 대상으로 한 객체 지향 코볼 컴파일러를 도입하였다.","{'word': '레인코드', 'start': 3161, 'end': 3164, 'type': 'ORG'}","{'word': '객체 지향 코볼 컴파일러', 'start': 3194, 'end': 3206, 'type': 'COM'}",org:production
957,"1967년, ""CACM""에 데이크스트라의 ""GOTO문의 해로움""(Go to statement considered harmful)라는 서한이 실렸다.","{'word': 'Go to statement considered harmful', 'start': 1768, 'end': 1801, 'type': 'COM'}","{'word': 'GOTO문의 해로움', 'start': 1756, 'end': 1765, 'type': 'COM'}",com:alternative_names
958,줄리아(Julia)는 고성능의 수치 해석 및 계산과학의 필요사항을 만족시키면서 일반 목적 프로그래밍에도 효과적으로 사용될 수 있도록 설계된 고급 동적 프로그래밍 언어이다.,"{'word': '줄리아', 'start': 0, 'end': 2, 'type': 'COM'}","{'word': 'Julia', 'start': 4, 'end': 8, 'type': 'COM'}",com:alternative_names
959,"MFC Feature Pack을 지원하여, 리본 메뉴 등의 UI를 IDE에서 자동으로 작성해준다.","{'word': 'UI', 'start': 1417, 'end': 1418, 'type': 'COM'}","{'word': '리본 메뉴', 'start': 1408, 'end': 1412, 'type': 'COM'}",com:sub_concept
960,"Go는 수많은 언어 배포판들과 동일한 종류의 디버깅, 테스트, 코드 검사 도구들을 포함하고 있다.","{'word': 'Go', 'start': 2096, 'end': 2097, 'type': 'COM'}","{'word': '테스트', 'start': 2126, 'end': 2128, 'type': 'COM'}",com:sub_concept
961,"높은 수준의 어셈블러는 고급 제어 구조, 높은 수준의 프로시져/함수 선언 및 호출, 높은 수준의 자료형 추상화 같은 높은 수준의 언어 추상화 기능을 제공하기도 한다.","{'word': '높은 수준의 언어 추상화 기능', 'start': 968, 'end': 983, 'type': 'COM'}","{'word': '높은 수준의 프로시져', 'start': 926, 'end': 936, 'type': 'COM'}",com:sub_concept
962,역사적으로 바이트코드는 대부분의 명령 집합이 0개 이상의 매개 변수를 갖는 1바이트 크기의 명령 코드(opcode)였기 때문에 바이트코드라 불리게 되었다.,"{'word': '명령 코드', 'start': 178, 'end': 182, 'type': 'COM'}","{'word': '바이트코드', 'start': 133, 'end': 137, 'type': 'COM'}",com:sub_concept
963,// `mut` 키워드는 값이 바뀔 수 있는 변수를 가리킨다.,"{'word': '`mut` 키워드', 'start': 1971, 'end': 1979, 'type': 'COM'}","{'word': '변수', 'start': 1993, 'end': 1994, 'type': 'COM'}",no_relation
964,또한 팀 시스템은 MSDN 가입 여부에 따라서 4개의 버전으로 나뉜다.,"{'word': '팀 시스템', 'start': 3000, 'end': 3004, 'type': 'COM'}","{'word': 'MSDN', 'start': 3007, 'end': 3010, 'type': 'COM'}",no_relation
965,람다 추상화를 통해 함수를 정의한다는 것은 함수를 정의하기만 하고 함수를 수행(호출)하지는 않는다는 것을 의미한다.,"{'word': '수행', 'start': 1654, 'end': 1655, 'type': 'COM'}","{'word': '호출', 'start': 1657, 'end': 1658, 'type': 'COM'}",com:alternative_names
966,"람다 대수의 언어는 변수, 상수, 람다 기호, 괄호, 온점으로 구성된다.","{'word': '람다 대수의 언어', 'start': 1874, 'end': 1882, 'type': 'COM'}","{'word': '온점', 'start': 1904, 'end': 1905, 'type': 'COM'}",com:sub_concept
967,"구분자는 공백 문자와 콤마, 세미콜론을 포함하고 그 뒤에 공백이 온다.","{'word': '구분자', 'start': 505, 'end': 507, 'type': 'COM'}","{'word': '세미콜론', 'start': 521, 'end': 524, 'type': 'COM'}",com:sub_concept
968,비주얼 스튜디오 2013 RC는 2013년 9월 9일 MSDN을 통해 개발자들에게 제공되었다.,"{'word': '비주얼 스튜디오 2013 RC', 'start': 4316, 'end': 4331, 'type': 'COM'}","{'word': '2013년 9월 9일', 'start': 4334, 'end': 4344, 'type': 'DAT'}",com:date_of_produced
969,"컴파일 언어(compiled language)는 구현체들이 일반적으로 컴파일러(소스 코드로부터 기계어를 생성해내는 변환기)이면서 인터프리터(런타임 전 변환 과정을 거치지 않는, 소스 코드의 단계별 실행기)가 아닌 프로그래밍 언어이다.","{'word': '컴파일러', 'start': 39, 'end': 42, 'type': 'COM'}","{'word': '인터프리터', 'start': 72, 'end': 76, 'type': 'COM'}",no_relation
